"origin","destination","storing","cause","date","dur_hours","dur_minutes"
"Groningen","Bad Nieuweschans","Treinstoring Groningen-Delfzijl/Leer (Ostfr.)/Leeuwarden/Roodeschool/Veendam","weersomstandigheden",NA,"5","38"
"Groningen","Leer (Ostfriesland)","Treinstoring Groningen-Delfzijl/Leer (Ostfr.)/Leeuwarden/Roodeschool/Veendam","weersomstandigheden",NA,"5","38"
"Groningen","Leeuwarden","Treinstoring Groningen-Delfzijl/Leer (Ostfr.)/Leeuwarden/Roodeschool/Veendam","weersomstandigheden",NA,"5","38"
"Groningen","Roodeschool","Treinstoring Groningen-Delfzijl/Leer (Ostfr.)/Leeuwarden/Roodeschool/Veendam","weersomstandigheden",NA,"5","38"
"Groningen","Veendam","Treinstoring Groningen-Delfzijl/Leer (Ostfr.)/Leeuwarden/Roodeschool/Veendam","weersomstandigheden",NA,"5","38"
"Harlingen Haven","Leeuwarden","Treinstoring Leeuwarden-Harlingen Haven/Stavoren","weersomstandigheden",NA,"5","44"
"Leeuwarden","Stavoren","Treinstoring Leeuwarden-Harlingen Haven/Stavoren","weersomstandigheden",NA,"5","44"
"Emmen","Zwolle","Treinstoring Zwolle-Emmen","weersomstandigheden",NA,"18","9"
"Leeuwarden","Zwolle","Treinstoring Zwolle-Leeuwarden","weersomstandigheden",NA,"19","19"
"Amersfoort","Schiphol Airport","Treinstoring Schiphol Airport-Hilversum/Lelystad C.","wisselstoring",NA,"2","12"
"Lelystad Centrum","Schiphol Airport","Treinstoring Schiphol Airport-Hilversum/Lelystad C.","wisselstoring",NA,"2","12"
"HSLBreda","Rotterdam Centraal","Treinstoring Amsterdam C.-Breda","inzet van de politie",NA,"2","16"
"HSLRotterdam Centraal","Schiphol Airport","Treinstoring Amsterdam C.-Breda","inzet van de politie",NA,"2","16"
"Amsterdam Centraal","Schiphol Airport","Treinstoring Amsterdam C.-Breda","inzet van de politie",NA,"2","16"
"Groningen","Veendam","Treinstoring Groningen-Veendam","stroomstoring",NA,"2","3"
"Amersfoort","Amsterdam Centraal","Treinstoring Hilversum-Amersfoort","inzet van de politie",NA,"0","21"
"Amersfoort","Schiphol Airport","Treinstoring Hilversum-Amersfoort","inzet van de politie",NA,"0","21"
"'s-Hertogenbosch","Utrecht Centraal","Treinstoring Utrecht C.-'s-Hertogenbosch","wisselstoring",NA,"0","3"
"Amersfoort","Utrecht Centraal","Treinstoring Utrecht C.-Amersfoort/Baarn","seinstoring",NA,"1","59"
"Baarn","Utrecht Centraal","Treinstoring Utrecht C.-Amersfoort/Baarn","seinstoring",NA,"1","59"
"Amersfoort","Utrecht Centraal","Treinstoring Utrecht C.-Amersfoort/Baarn","seinstoring",NA,"0","59"
"Baarn","Utrecht Centraal","Treinstoring Utrecht C.-Amersfoort/Baarn","seinstoring",NA,"0","59"
"Amersfoort","Schiphol Airport","Treinstoring Schiphol Airport-Hilversum","wisselstoring",NA,"3","31"
"Arnhem","Utrecht Centraal","Treinstoring Utrecht C.-Ede-Wageningen/Rhenen","aanrijding met een persoon",NA,"2","26"
"Rhenen","Utrecht Centraal","Treinstoring Utrecht C.-Ede-Wageningen/Rhenen","aanrijding met een persoon",NA,"2","26"
"Amersfoort","Utrecht Centraal","Treinstoring Utrecht C.-Amersfoort/Baarn","seinstoring",NA,"1","33"
"Baarn","Utrecht Centraal","Treinstoring Utrecht C.-Amersfoort/Baarn","seinstoring",NA,"1","33"
"Eindhoven","Venlo","Treinstoring Helmond-Eindhoven","defecte trein",NA,"2","43"
"Groningen","Leeuwarden","Treinstoring Groningen-Leeuwarden","overwegstoringen",NA,"3","33"
"Leeuwarden","Zwolle","Treinstoring Zwolle-Leeuwarden","inzet van de politie",NA,"0","22"
"Den Haag Centraal","Utrecht Centraal","Treinstoring Den Haag C.-Gouda","inzet van de politie",NA,"0","39"
"Groningen","Zwolle","Treinstoring Groningen-Assen","stroomstoring",NA,"1","27"
"Delfzijl","Groningen","Treinstoring Groningen","stroomstoring",NA,"2","18"
"Groningen","Bad Nieuweschans","Treinstoring Groningen","stroomstoring",NA,"2","18"
"Groningen","Leer (Ostfriesland)","Treinstoring Groningen","stroomstoring",NA,"2","18"
"Groningen","Leeuwarden","Treinstoring Groningen","stroomstoring",NA,"2","18"
"Groningen","Roodeschool","Treinstoring Groningen","stroomstoring",NA,"2","18"
"Groningen","Veendam","Treinstoring Groningen","stroomstoring",NA,"2","18"
"Eindhoven","Tilburg","Treinstoring Tilburg-Eindhoven","aanrijding",NA,"0","50"
"HSLBreda","Rotterdam Centraal","Treinstoring Amsterdam C.-Breda","defecte bovenleiding",NA,"12","33"
"HSLRotterdam Centraal","Schiphol Airport","Treinstoring Amsterdam C.-Breda","defecte bovenleiding",NA,"12","33"
"Amsterdam Centraal","Schiphol Airport","Treinstoring Amsterdam C.-Breda","defecte bovenleiding",NA,"12","33"
"Rotterdam Centraal","Utrecht Centraal","Treinstoring Rotterdam C.-Gouda","defecte trein",NA,"1","1"
"'s-Hertogenbosch","Eindhoven","Treinstoring Eindhoven-'s-Hertogenbosch/Tilburg","aanrijding met een persoon",NA,"1","35"
"Eindhoven","Tilburg","Treinstoring Eindhoven-'s-Hertogenbosch/Tilburg","aanrijding met een persoon",NA,"1","35"
"Amsterdam Centraal","Utrecht Centraal","Treinstoring Utrecht C.-Amsterdam C./Schiphol Airport","wisselstoring",NA,"2","0"
"Schiphol Airport","Utrecht Centraal","Treinstoring Utrecht C.-Amsterdam C./Schiphol Airport","wisselstoring",NA,"2","0"
"Schiphol Airport","Utrecht Centraal","Treinstoring Utrecht C.-Schiphol Airport","wisselstoring",NA,"0","54"
"HSLBreda","Rotterdam Centraal","Treinstoring Amsterdam C.-Breda","gestrande trein",NA,"2","18"
"HSLRotterdam Centraal","Schiphol Airport","Treinstoring Amsterdam C.-Breda","gestrande trein",NA,"2","18"
"Amsterdam Centraal","Schiphol Airport","Treinstoring Amsterdam C.-Breda","gestrande trein",NA,"2","18"
"Lelystad Centrum","Zwolle","Treinstoring Lelystad C.-Zwolle","wisselstoring",NA,"2","26"
"Groningen","Roodeschool","Treinstoring Groningen-Roodeschool","stroomstoring",NA,"1","41"
"HSLBreda","Rotterdam Centraal","Treinstoring Amsterdam C.-Breda","eerdere verstoring",NA,"4","5"
"HSLRotterdam Centraal","Schiphol Airport","Treinstoring Amsterdam C.-Breda","eerdere verstoring",NA,"4","5"
"Amsterdam Centraal","Schiphol Airport","Treinstoring Amsterdam C.-Breda","eerdere verstoring",NA,"4","5"
"HSLBreda","Rotterdam Centraal","Treinstoring Amsterdam C.-Breda","eerdere verstoring",2015-12-31 18:17:00,"1","35"
"HSLRotterdam Centraal","Schiphol Airport","Treinstoring Amsterdam C.-Breda","eerdere verstoring",2015-12-31 18:17:00,"1","35"
"Amsterdam Centraal","Schiphol Airport","Treinstoring Amsterdam C.-Breda","eerdere verstoring",2015-12-31 18:17:00,"1","35"
"HSLBreda","Rotterdam Centraal","Treinstoring Rotterdam C.-Breda","defect aan het spoor",2015-12-31 16:58:00,"0","23"
"Breda","Tilburg","Treinstoring Tilburg-Breda","aanrijding met een voertuig",2015-12-31 13:38:00,"2","42"
"'s-Hertogenbosch","Nijmegen","Treinstoring Nijmegen-'s-Hertogenbosch  (sein- en overwegstoring)",NA,2015-12-31 09:27:00,"1","49"
"Den Haag Centraal","Utrecht Centraal","Treinstoring Utrecht C.-Gouda","inzet van hulpdiensten",2015-12-30 16:28:00,"0","12"
"Rotterdam Centraal","Utrecht Centraal","Treinstoring Utrecht C.-Gouda","inzet van hulpdiensten",2015-12-30 16:28:00,"0","12"
"Almere Oostvaarders","Utrecht Centraal","Treinstoring Almere C.-Lelystad C.","seinstoring",2015-12-30 14:06:00,"2","22"
"Amsterdam Centraal","Lelystad Centrum","Treinstoring Almere C.-Lelystad C.","seinstoring",2015-12-30 14:06:00,"2","22"
"Lelystad Centrum","Schiphol Airport","Treinstoring Almere C.-Lelystad C.","seinstoring",2015-12-30 14:06:00,"2","22"
"Rotterdam Centraal","Utrecht Centraal","Treinstoring Rotterdam C.-Amsterdam C./Utrecht C.","eerdere verstoring",2015-12-30 12:22:00,"7","6"
"Hoek van Holland Strand","Rotterdam Centraal","Treinstoring Rotterdam C.-Hoek v H. Strand","seinstoring",2015-12-30 11:39:00,"0","57"
"Amsterdam Centraal","Utrecht Centraal","Treinstoring Amsterdam C.-Rhenen","gladde sporen",2015-12-30 07:27:00,"1","31"
"Rhenen","Utrecht Centraal","Treinstoring Amsterdam C.-Rhenen","gladde sporen",2015-12-30 07:27:00,"1","31"
"Schiphol Airport","Utrecht Centraal","Treinstoring Amsterdam C.-Rhenen","gladde sporen",2015-12-30 07:27:00,"1","31"
"HSLRotterdam Centraal","Schiphol Airport","Treinstoring Amsterdam C.-Rotterdam C.","beperkingen in de materieelinzet",2015-12-30 04:21:00,"19","39"
"Amsterdam Centraal","Schiphol Airport","Treinstoring Amsterdam C.-Rotterdam C.","beperkingen in de materieelinzet",2015-12-30 04:21:00,"19","39"
"Amersfoort","Apeldoorn","Treinstoring Apeldoorn-Amersfoort","aanrijding",2015-12-29 21:34:00,"0","58"
NA,NA,"Treinstoring HSL Amsterdam Centraal-Rotterdam Centraal   (Beperkingen in de materieelinzet.)",NA,2015-12-29 20:40:00,"8","57"
"Roermond","Sittard","Treinstoring Roermond-Sittard","aanrijding met een persoon",2015-12-29 19:59:00,"4","28"
"Arnhem","Utrecht Centraal","Treinstoring Arnhem-Ede-Wageningen","aanrijding met een persoon",2015-12-29 19:35:00,"2","58"
"Eindhoven","Roermond","Treinstoring Eindhoven-Roermond","aanrijding met een persoon",2015-12-29 12:49:00,"2","44"
"Haarlem","Leiden Centraal","Treinstoring Haarlem-Leiden C.","aanrijding met een persoon",2015-12-29 12:11:00,"4","17"
"HSLBreda","Rotterdam Centraal","Treinstoring Amsterdam C.-Breda","defecte trein",2015-12-29 08:53:00,"0","38"
"HSLRotterdam Centraal","Schiphol Airport","Treinstoring Amsterdam C.-Breda","defecte trein",2015-12-29 08:53:00,"0","38"
"Amsterdam Centraal","Schiphol Airport","Treinstoring Amsterdam C.-Breda","defecte trein",2015-12-29 08:53:00,"0","38"
"HSLBreda","Rotterdam Centraal","Treinstoring Rotterdam C.-Breda","technische storing in een tunnel",2015-12-29 06:39:00,"0","44"
"Eindhoven","Venlo","Treinstoring Helmond-Venlo","aanrijding met een persoon",2015-12-28 17:38:00,"1","55"
"Breda","Roosendaal","Treinstoring Roosendaal-Breda","inzet van de brandweer",2015-12-28 16:27:00,"1","4"
"'s-Hertogenbosch","Tilburg","Treinstoring Tilburg-'s-Hertogenbosch","overwegstoringen",2015-12-28 16:11:00,"1","28"
"Hoek van Holland Strand","Rotterdam Centraal","Treinstoring Rotterdam C.-Hoek v H. Strand","herstelwerkzaamheden",2015-12-28 16:01:00,"2","28"
NA,NA,"Treinstoring Rotterdam C.-Vlaardingen C. 16.00-18.30 uur Herstelwerkzaamheden","Herstelwerkzaamheden",2015-12-28 13:35:00,"2","40"
"Almelo","Hengelo","Treinstoring Almelo-Enschede","voorwerp in de bovenleiding",2015-12-28 11:21:00,"1","11"
"Enschede","Hengelo","Treinstoring Almelo-Enschede","voorwerp in de bovenleiding",2015-12-28 11:21:00,"1","11"
"Eindhoven","Venlo","Treinstoring Helmond-Deurne/Venlo","aanrijding met een persoon",2015-12-27 23:48:00,"1","27"
"Amersfoort","Apeldoorn","Treinstoring Amersfoort-Apeldoorn/Ede-Wageningen","gestrande trein",2015-12-27 10:24:00,"0","28"
"Amersfoort","Ede-Wageningen","Treinstoring Amersfoort-Apeldoorn/Ede-Wageningen","gestrande trein",2015-12-27 10:24:00,"0","28"
"Amsterdam Centraal","Hoorn","Treinstoring Enkhuizen-Sloterdijk","inzet van hulpdiensten",2015-12-26 20:00:00,"0","48"
"Enkhuizen","Hoorn","Treinstoring Enkhuizen-Sloterdijk","inzet van hulpdiensten",2015-12-26 20:00:00,"0","48"
"Schiphol Airport","Zaandam","Treinstoring Enkhuizen-Sloterdijk","inzet van hulpdiensten",2015-12-26 20:00:00,"0","48"
"Arnhem","Zutphen","Treinstoring Arnhem-Zutphen","aanrijding met een persoon",2015-12-26 08:53:00,"1","45"
"Amsterdam Centraal","Lelystad Centrum","Treinstoring Almere C.-Amsterdam C./Schiphol Airport","seinstoring",2015-12-25 21:13:00,"3","49"
"Lelystad Centrum","Schiphol Airport","Treinstoring Almere C.-Amsterdam C./Schiphol Airport","seinstoring",2015-12-25 21:13:00,"3","49"
"Almelo","Zwolle","Treinstoring Zwolle-Almelo","seinstoring",2015-12-25 20:55:00,"1","10"
"Amersfoort","Schiphol Airport","Treinstoring Leiden C.-Almere C./Hilversum/Sloterdijk, Sloterdijk-Hoofddorp/Rotterdam C.","defecte trein",2015-12-25 13:53:00,"2","39"
"Amsterdam Centraal","Schiphol Airport","Treinstoring Leiden C.-Almere C./Hilversum/Sloterdijk, Sloterdijk-Hoofddorp/Rotterdam C.","defecte trein",2015-12-25 13:53:00,"2","39"
"Leiden Centraal","Schiphol Airport","Treinstoring Leiden C.-Almere C./Hilversum/Sloterdijk, Sloterdijk-Hoofddorp/Rotterdam C.","defecte trein",2015-12-25 13:53:00,"2","39"
"Lelystad Centrum","Schiphol Airport","Treinstoring Leiden C.-Almere C./Hilversum/Sloterdijk, Sloterdijk-Hoofddorp/Rotterdam C.","defecte trein",2015-12-25 13:53:00,"2","39"
"Schiphol Airport","Utrecht Centraal","Treinstoring Leiden C.-Almere C./Hilversum/Sloterdijk, Sloterdijk-Hoofddorp/Rotterdam C.","defecte trein",2015-12-25 13:53:00,"2","39"
"Schiphol Airport","Zaandam","Treinstoring Leiden C.-Almere C./Hilversum/Sloterdijk, Sloterdijk-Hoofddorp/Rotterdam C.","defecte trein",2015-12-25 13:53:00,"2","39"
"Den Haag HS","Rotterdam Centraal","Treinstoring Rotterdam C.-Delft","inzet van hulpdiensten",2015-12-25 05:34:00,"0","27"
"Eindhoven","Roermond","Treinstoring Roermond-Eindhoven","gestrande trein",2015-12-24 20:39:00,"3","15"
"Amersfoort","Schiphol Airport","Treinstoring Schiphol Airport","inzet van de brandweer",2015-12-24 17:56:00,"2","5"
"Amsterdam Centraal","Schiphol Airport","Treinstoring Schiphol Airport","inzet van de brandweer",2015-12-24 17:56:00,"2","5"
"Leiden Centraal","Schiphol Airport","Treinstoring Schiphol Airport","inzet van de brandweer",2015-12-24 17:56:00,"2","5"
"Lelystad Centrum","Schiphol Airport","Treinstoring Schiphol Airport","inzet van de brandweer",2015-12-24 17:56:00,"2","5"
"Schiphol Airport","Utrecht Centraal","Treinstoring Schiphol Airport","inzet van de brandweer",2015-12-24 17:56:00,"2","5"
"Schiphol Airport","Zaandam","Treinstoring Schiphol Airport","inzet van de brandweer",2015-12-24 17:56:00,"2","5"
"Heerlen","Kerkrade Centrum","Treinstoring Heerlen-Aachen Hbf/Kerkrade C.","inzet van de politie",2015-12-24 16:31:00,"0","5"
"Heerlen","Stolberg Altstadt","Treinstoring Heerlen-Aachen Hbf/Kerkrade C.","inzet van de politie",2015-12-24 16:31:00,"0","5"
"Alkmaar","Den Helder","Treinstoring Alkmaar-Den Helder","inzet van de politie",2015-12-24 15:31:00,"0","14"
"'s-Hertogenbosch","Nijmegen","Treinstoring 's-Hertogenbosch-Oss","persoon op het spoor",2015-12-24 11:43:00,"0","14"
"Lelystad Centrum","Zwolle","Treinstoring Zwolle-Lelystad C.","wisselstoring",2015-12-24 10:00:00,"0","32"
"Alkmaar","Amsterdam Centraal","Treinstoring Alkmaar-Zaandam","gestrande trein",2015-12-24 09:08:00,"0","13"
"Hengelo","Zutphen","Treinstoring Hengelo-Zutphen","aanrijding met een persoon",2015-12-24 08:53:00,"3","52"
"Emmen","Zwolle","Treinstoring Zwolle-Emmen  (sein- en overwegstoring)",NA,2015-12-24 08:20:00,"3","6"
"Amsterdam Centraal","Utrecht Centraal","Treinstoring Rhenen-Amsterdam C.","gladde sporen",2015-12-24 06:43:00,"1","48"
"Rhenen","Utrecht Centraal","Treinstoring Rhenen-Amsterdam C.","gladde sporen",2015-12-24 06:43:00,"1","48"
"Schiphol Airport","Utrecht Centraal","Treinstoring Rhenen-Amsterdam C.","gladde sporen",2015-12-24 06:43:00,"1","48"
"Dordrecht","Geldermalsen","Treinstoring Dordrecht-Geldermalsen","koperdiefstal",2015-12-24 03:59:00,"6","27"
"Dordrecht","Geldermalsen","Treinstoring Dordrecht-Geldermalsen  (sein- en overwegstoring)",NA,2015-12-23 23:57:00,"1","30"
"Arnhem","Winterswijk","Treinstoring Arnhem-Winterswijk","overwegstoringen",2015-12-23 19:45:00,"1","15"
"Groningen","Leeuwarden","Treinstoring Leeuwarden-Groningen","defecte trein",2015-12-23 12:45:00,"0","14"
"Dordrecht","Geldermalsen","Treinstoring Dordrecht-Geldermalsen","stroomstoring",2015-12-23 10:28:00,"0","44"
"Amersfoort","Apeldoorn","Treinstoring Amersfoort-Deventer","seinstoring",2015-12-22 12:22:00,"3","9"
"Apeldoorn","Deventer","Treinstoring Amersfoort-Deventer","seinstoring",2015-12-22 12:22:00,"3","9"
"Den Haag HS","Rotterdam Centraal","Treinstoring Rotterdam C.-Den Haag HS","defecte trein",2015-12-22 09:15:00,"0","46"
"Amsterdam Centraal","Schiphol Airport","Treinstoring Schiphol Airport-Amsterdam C./Leiden C.","herstelwerkzaamheden",2015-12-22 01:33:00,"3","30"
"Leiden Centraal","Schiphol Airport","Treinstoring Schiphol Airport-Amsterdam C./Leiden C.","herstelwerkzaamheden",2015-12-22 01:33:00,"3","30"
NA,NA,"Treinstoring Leiden C.-Schiphol Airport-Amsterdam C. van 01.30-05.00 uur","Herstelwerkzaamheden te Leiden Centraal",2015-12-21 18:50:00,"7","11"
"Almelo","Deventer","Treinstoring Deventer","persoon op het spoor",2015-12-21 16:20:00,"0","20"
"Apeldoorn","Deventer","Treinstoring Deventer","persoon op het spoor",2015-12-21 16:20:00,"0","20"
"Deventer","Zutphen","Treinstoring Deventer","persoon op het spoor",2015-12-21 16:20:00,"0","20"
"Deventer","Zwolle","Treinstoring Deventer","persoon op het spoor",2015-12-21 16:20:00,"0","20"
"Eindhoven","Venlo","Treinstoring Eindhoven-Deurne/Venlo","inzet van de politie",2015-12-21 14:00:00,"0","18"
"Arnhem","Winterswijk","Treinstoring Arnhem-Winterswijk","defecte trein",2015-12-21 11:23:00,"1","13"
"Amsterdam Centraal","Utrecht Centraal","Treinstoring Amsterdam C.-Utrecht C.","inzet van hulpdiensten",2015-12-20 21:11:00,"0","10"
"HSLBreda","Rotterdam Centraal","Treinstoring Amsterdam C.-Breda","defecte trein",2015-12-20 14:11:00,"0","21"
"HSLRotterdam Centraal","Schiphol Airport","Treinstoring Amsterdam C.-Breda","defecte trein",2015-12-20 14:11:00,"0","21"
"Amsterdam Centraal","Schiphol Airport","Treinstoring Amsterdam C.-Breda","defecte trein",2015-12-20 14:11:00,"0","21"
"Almere Oostvaarders","Utrecht Centraal","Treinstoring Almere C.-Hilversum","inzet van hulpdiensten",2015-12-19 23:43:00,"2","13"
"Almere Oostvaarders","Utrecht Centraal","Treinstoring Almere C.-Amsterdam C./Hilversum/Schiphol Airport","inzet van hulpdiensten",2015-12-19 23:13:00,"2","44"
"Amsterdam Centraal","Lelystad Centrum","Treinstoring Almere C.-Amsterdam C./Hilversum/Schiphol Airport","inzet van hulpdiensten",2015-12-19 23:13:00,"2","44"
"Lelystad Centrum","Schiphol Airport","Treinstoring Almere C.-Amsterdam C./Hilversum/Schiphol Airport","inzet van hulpdiensten",2015-12-19 23:13:00,"2","44"
"Almere Oostvaarders","Utrecht Centraal","Treinstoring Lelystad C.-Almere C.","inzet van hulpdiensten",2015-12-19 22:48:00,"0","27"
"Amsterdam Centraal","Lelystad Centrum","Treinstoring Lelystad C.-Almere C.","inzet van hulpdiensten",2015-12-19 22:48:00,"0","27"
"Lelystad Centrum","Schiphol Airport","Treinstoring Lelystad C.-Almere C.","inzet van hulpdiensten",2015-12-19 22:48:00,"0","27"
"Amersfoort","Apeldoorn","Treinstoring Amersfoort-Apeldoorn","aanrijding",2015-12-19 22:14:00,"0","53"
"Den Haag Centraal","Utrecht Centraal","Treinstoring Gouda-Amsterdam C./Utrecht C.","wisselstoring",2015-12-19 21:58:00,"0","2"
"Rotterdam Centraal","Utrecht Centraal","Treinstoring Gouda-Amsterdam C./Utrecht C.","wisselstoring",2015-12-19 21:58:00,"0","2"
"Amsterdam Centraal","Haarlem","Treinstoring Amsterdam C.-Haarlem","seinstoring",2015-12-19 21:31:00,"4","11"
"Harlingen Haven","Leeuwarden","Treinstoring Leeuwarden-Harlingen Haven/Stavoren","defecte spoorbrug",2015-12-19 18:06:00,"0","37"
"Leeuwarden","Stavoren","Treinstoring Leeuwarden-Harlingen Haven/Stavoren","defecte spoorbrug",2015-12-19 18:06:00,"0","37"
"Alkmaar","Amsterdam Centraal","Treinstoring Zaandam","inzet van de politie",2015-12-19 17:09:00,"0","37"
"Amsterdam Centraal","Hoorn","Treinstoring Zaandam","inzet van de politie",2015-12-19 17:09:00,"0","37"
"Amsterdam Centraal","Schiphol Airport","Treinstoring Sloterdijk-Hoofddorp/Leiden C./Rotterdam C.","defecte trein",2015-12-19 13:10:00,"1","34"
"Leiden Centraal","Schiphol Airport","Treinstoring Sloterdijk-Hoofddorp/Leiden C./Rotterdam C.","defecte trein",2015-12-19 13:10:00,"1","34"
"Schiphol Airport","Zaandam","Treinstoring Sloterdijk-Hoofddorp/Leiden C./Rotterdam C.","defecte trein",2015-12-19 13:10:00,"1","34"
"Enschede","Hengelo","Treinstoring Enschede-Hengelo","defecte trein",2015-12-19 12:02:00,"0","32"
"Eindhoven","Roermond","Treinstoring Eindhoven-Roermond/Weert","aanrijding met een persoon",2015-12-19 11:18:00,"3","1"
"Eindhoven","Tilburg","Treinstoring Eindhoven-Tilburg","seinstoring",2015-12-19 11:12:00,"1","12"
"Amersfoort","Schiphol Airport","Treinstoring Schiphol Airport-Almere C./Hilversum/Utrecht C.","defecte trein",2015-12-19 09:50:00,"0","8"
"Lelystad Centrum","Schiphol Airport","Treinstoring Schiphol Airport-Almere C./Hilversum/Utrecht C.","defecte trein",2015-12-19 09:50:00,"0","8"
"Schiphol Airport","Utrecht Centraal","Treinstoring Schiphol Airport-Almere C./Hilversum/Utrecht C.","defecte trein",2015-12-19 09:50:00,"0","8"
"Amersfoort","Schiphol Airport","Treinstoring Schiphol Airport-Almere C./Hilversum/Utrecht C.","defecte trein",2015-12-19 08:39:00,"0","30"
"Lelystad Centrum","Schiphol Airport","Treinstoring Schiphol Airport-Almere C./Hilversum/Utrecht C.","defecte trein",2015-12-19 08:39:00,"0","30"
"Schiphol Airport","Utrecht Centraal","Treinstoring Schiphol Airport-Almere C./Hilversum/Utrecht C.","defecte trein",2015-12-19 08:39:00,"0","30"
